artist,song,link,text
Miley Cyrus,My Sad Christmas Song,/m/miley+cyrus/my+sad+christmas+song_21105348.html,"[Intro]  
Fa lalalala  
  
[Verse 1]  
This is my sad Christmas song  
I've had it stuck in my head all day long  
I wrote it in the car on my ride home  
Cause I knew I'd walk in the door and I'd be alone  
Why'd I even put up that fuckin' tree?  
If there's no one here that's gonna see  
Just how pretty she looks on Christmas Eve  
Cause there's no one here next to me  
  
[Chorus 1]  
This is my sad Christmas song  
So I light another bong  
I turn on the radio  
I binge watch our favorite shows  
This year feels kind of lame  
But the last one was the same  
But the holiday spirit they say  
Is taking off on a plane  
This is my sad Christmas song  
Fa lalalala  
  
[Verse 2]  
I always thought that Santa was kind of cute  
There's something about his beard, big belly, and boots  
I left Santa more than cookies this year  
I thought he might appreciate a few beers  
That's why I'm always on the naughty list  
He said cause when I get drunk, I'm always showing my tits  
He leaned in for a kiss and he got real near  
I had to stop Santa and say ""My true love ain't here""  
  
[Chorus 2]  
This is my sad Christmas song  
So I rip another bong  
I never been good at making plans  
Next year, I'm gonna be with my man  
My little sister says I'm the Grinch  
But my mom thinks I'm just a bitch  
Why did you have to go?  
We were under the mistletoe  
This is my sad Christmas song  
Fa lalalala  
Fa lalala  
  
[Bridge]  
Missing you on fuckin' Christmas, why did you have to go?  
Wishing you a Merry Christmas, know I miss you so  
Missing you on fuckin' Christmas, why did you have to go?  
Wishing you a Merry Christmas, know I miss you so  
  
[Outro]  
Wishing you a Merry Christmas  
(Fa lalalala  
Fa lalala)  
Wishing you a Merry Christmas  
(Fa lalalala  
Fa lalala)  
Wishing you a Merry Christmas  
(Fa lalalala  
Fa lalala)  
Wishing you a Merry Christmas

"
Kirsty Maccoll,King Kong,/k/kirsty+maccoll/king+kong_20705241.html,"King Kong, you gotta come home  
You've a wife and family all alone in the jungle  
Are you receiving OK?  
  
King Kong you done what you shouldn't a did  
You got a woman back home and a couple of kids  
And they get so tired of waiting  
  
And if we lived in another world  
I'd be a boy and you'd be a girl  
If we lived in another world  
Who knows ...  
  
I will repair all the pavements you've cracked if you come back and say you'll
be mine  
Yes, I will fix all the mortars and bricks  
But a tree house will do us just fine  
  
King Kong, you gotta come home  
You've a wife and family all alone in the jungle  
Do you remember OK?  
  
King Kong, hanging out in LA  
It's a change from New York  
Won't you have a nice day  
You may even get a movie come your way  
  
And if we lived in another world  
You'd be a boy and I'd be a girl  
If we lived in another world  
Who knows ... who knows ...  
  
I will give back all the love you can give  
If you're gentle and you will be kind  
You stomping off to the US of A wasn't quite what I had in my mind  
  
And if we lived in another world  
I'd be a boy and you'd be a girl  
If we lived in another world  
Who knows ... who knows ...  
  
I will repair all the pavements you've cracked if you come back and say you'll
be mine  
Yes, I will fix all the mortars and bricks  
But a tree house will do us just fine  
  
I will give back all the love you can give  
If you're gentle and you will be kind  
Yes, I will fix all the mortars and bricks  
But a tree house will do us just fine

"
Ufo,Reasons Love,/u/ufo/reasons+love_20141927.html,"New feel of you running through my vein  
Little bit of everything  
You know that's what you said  
  
[Chorus]  
Try hard, try hard to reason, reasons love  
Try hard, try hard to reason, reasons love  
Cause always you indulge  
And parents try to get you out of these jams  
You got that envy cause they won't understand  
  
The social life you lead leaves nothin' to desire  
Don't wanna see you bleed  
But you came on like a liar  
  
[Chorus]  
  
Wrecked myself to love you  
All you want is more  
One thing you're after  
You just try and score  
  
[Chorus]

"
Kyla,Say That You Love Me,/k/kyla/say+that+you+love+me_20539564.html,"My morning starts to shine with teardrops in my eyes  
And here I am alone starting to realize  
That my days would be brighter, if I could learn to hide  
The feelings that I have for you keep hurtin me inside  
  
Then my day begins with simple thoughts of you  
Hoping my tomorrow would be me and you  
Sharing dreams with each other  
And making them come true  
Holding one another, saying all I need is you  
  
But will you say that you love me  
And show me that you care  
Say when I need you, you will always be there  
But if you go and leave me  
This I swear is true, my love will always be with you  
  
Now my nights would end with just one wish that's you  
To hold me in the dark and help me make it through  
Cause the pain that's inside me, would simply melt away  
If I had you here with me and promise me you'd stay  
  
But will you say that you love me  
And show me that you care  
Say when I need you, you will always be there  
But if you go and leave me  
This I swear is true, my love will always be with you  
  
But will you say that you love me  
And show me that you care  
Say when I need you, you will always be there  
But if you go and leave me  
(Ooh) This I swear is true  
My love will always be with you  
My love will always  
My love will always ooh, ooh  
My love will always be with you  
Be with you

"
Devo,Please Please,/d/devo/please+please_20039797.html,"Love comes in spurts  
And love is all around us  
Love is what it does  
Sometimes it hurts  
Does that strike you rather strangely, does it ever love?  
Please, please, please  
No need to be so cruel  
Please, please, please  
Don't treat me like a fool  
  
Love comes in spurts  
Sometimes it gets to be too much to rise above  
  
Please, please, please  
No need to be so cruel  
Please, please, please  
Don't treat me like a fool  
If you love me  
You would leave me  
Leave me time to be alone  
Please believe me  
That would leave me  
Time to love you  
Does that strike you funny, love?  
Be-bop-a-lua  
Be-bop-a-lua she's my ? baby  
  
When it's over  
Promise me that you'll go  
When it's over  
Promise you'll let me know  
When it's over promise me that you'll go  
Just because what it was becomes another empty cup of memories  
  
Love comes in spurts  
And love is all around all us, love is what it does  
Sometimes it hurts  
Does that strike you rather strangely? Does it ever love?  
  
Please, please, please  
No need to be so cruel  
Please, please, please  
Don't treat me like a fool  
If you love me  
You would leave me  
Leave me time to be alone  
Please believe me  
That would leave me  
Time to love you  
Does that strike you funny love?  
  
When it's over  
Promise me that you'll go  
When it's over  
Promise you'll let me know  
When it's over promise me that you'll go  
Just because what it was becomes another empty cup of memories  
Be-bop-a-lua  
Be-bop-a-lua she's my ? baby

"
Dusty Springfield,Blind Sheep,/d/dusty+springfield/blind+sheep_20043949.html,"Hey! Just stop your domination  
You can't move on my personality  
Unconcerned, you use manipulation  
Shamelessly  
  
Well, you know you've got ??an?? education  
It simply fails to satisfy my needs  
It's a fool's game  
Nobody's gonna rule me  
  
Oh, those blind sheep  
Lead 'em to the slaughter  
Blind sheep  
Mothers, hide your daughters  
Love's cheap  
Look at the smile on their faces  
Oh, ho  
Blind, leadin' the blind, leading the blind  
  
Hey, hey, hey  
I'm tired of suffocation  
Oh, but for talk  
You never follow through  
What I want is some hot and hard persuasion  
Endlessly  
  
It's so sad, the sleazy innuendos  
They've brought so many victims to their knees  
Chain reaction  
Half-assed satisfaction  
  
You've got me but a blind sheep  
Lead 'em to the slaughter  
Blind sheep  
Mothers, hide your daughters  
Love's cheap  
Look at the smile on their faces  
Ooh, ooh, ooh  
Blind, leading the blind, leading the blind  
  
Deprivation just don't work on me  
Even affliction, it just don't do it  
All I want is  
What I need is  
(Blind sheep)  
  
It's not fashion to you  
You're just malicious  
Don't get trying  
Simply not judicious  
  
All I want is  
What I need is  
(Blind sheep)  
  
Such a city, something exotic  
You autocrat  
I'm simply not turned onto that  
  
All I want is  
What I need is  
(Blind sheep)  
  
???debility???  
I'm by the side of the station

"
Bon Jovi,Another Reason To Believe,/b/bon+jovi/another+reason+to+believe_20525224.html,"Love lives in New York City  
He got a place off of the park  
Heard he was standing in the ruins  
And in his hands a broken heart  
He called an army of his angels  
I heard they had to hide their wings  
It was them who brought you water  
If you listen closely I know you can hear  
The choir singing  
  
Chorus  
Hey, hallelujah, baby  
Rise Up  
Hold out your hands and reach out  
Higher  
Get up on your feet  
Rise Up  
Let it flow though you, baby  
Run it through your veins  
Like a healing rain  
Everywhere you'll see  
Another reason to believe  
  
I saw him down south of Canal Street  
Right there in a mother's eyes  
At a table in a restaurant window  
In a taxi passing by  
Love went running up the stairwell  
When the sky came falling down  
It was him in a newborn baby's cry  
He was there to make that sound  
That keeps this whole world spinning 'round  
  
Chorus  
Rise Up  
Hold out your hands and reach out  
Higher  
Get up on your feet  
Rise Up  
Let it flow though you, baby  
Run it through your veins  
Like a healing rain  
Everywhere you'll see  
Another reason to believe  
  
It's different than it was before  
Now we need it even more  
Fire's falling from the sky  
Innocence just said goodbye  
It may never be the same  
Maybe it was time to change  
A time to grieve  
A time to cry  
A time to live  
A time to fly

"
Elton John,Candle In The Wind,/e/elton+john/candle+in+the+wind_20046284.html,"Goodbye Norma Jean  
Though I never knew you at all  
You had the grace to hold yourself  
While those around you crawled  
They crawled out of the woodwork  
And they whispered into your brain  
They set you on the treadmill  
And they made you change your name  
  
And it seems to me you lived your life  
Like a candle in the wind  
Never knowing who to cling to  
When the rain set in  
And I would have liked to have known you  
But I was just a kid  
Your candle burned out long before  
Your legend ever did  
  
Loneliness was tough  
The toughest role you ever played  
Hollywood created a superstar  
And pain was the price you paid  
Even when you died  
Oh the press still hounded you  
All the papers had to say  
Was that Marilyn was found in the nude  
  
And it seems to me you lived your life  
Like a candle in the wind  
Never knowing who to cling to  
When the rain set in  
And I would have liked to have known you  
But I was just a kid  
Your candle burned out long before  
Your legend ever did  
  
Goodbye Norma Jean  
Though I never knew you at all  
You had the grace to hold yourself  
While those around you crawled  
Goodbye Norma Jean  
From the young man in the twenty second row  
Who sees you as something more than sexual  
More than just our Marilyn Monroe  
  
And it seems to me you lived your life  
Like a candle in the wind  
Never knowing who to cling to  
When the rain set in  
And I would have liked to have known you  
But I was just a kid  
Your candle burned out long before  
Your legend ever did  
Your candle burned out long before  
Your legend ever did

"
Paul McCartney,Darkroom,/p/paul+mccartney/darkroom_20187955.html,"Got a place we can go  
Lights are low  
Let me show you to my darkroom  
  
Came a come along with me to my darkroom  
Come a come along with me to my darkroom  
  
Come a come along with me to my darkroom  
Come a come along with me to my darkroom  
Come a come a come a come a come a  
Come a come a come a come a come a  
  
Got a place we can go  
Lighting low  
Let me show you to my darkroom  
  
Come a come along with me to my darkroom  
Got a place  
Come a come along with me to my darkroom  
We can go  
Got a place we can go  
Lighting low  
Let me show you to my darkroom  
  
Come a come along with me to my darkroom

"
The Beatles,Leave My Kitten Alone,/b/beatles/leave+my+kitten+alone_10025571.html,"You better leave my kitten all alone,  
You better leave my kitten all alone.  
But I told you big fat bulldog,  
You better leave her alone.  
  
You better leave my kitten all alone,  
You better leave my kitten all alone.  
This dog is gonna get you  
If you don't leave her alone.  
  
Well Mr.Dog I'm gonna hit you  
On the top of your head.  
That child is gonna miss you,  
You gonna wish that you were dead.  
If you don't leave my kitten all alone.  
Well I told you big fat bulldog,  
You better leave her alone.  
  
Well Mr.Dog I'm gonna hit you  
On the top of your head.  
That girl is gonna miss you,  
You gonna wish that you were dead.  
If you don't leave my kitten all alone, oh yeah.  
Well I told you, big fat bulldog,  
You better leave her alone.  
  
Hey hey you better leave, you better leave,  
You better leave, yeah you better leave,  
You better leave, oh you got to leave...

"
Scorpions,We Let It Rock...You Let It Roll,/s/scorpions/we+let+it+rock+you+let+it+roll_20122666.html,"We come to you through a storm of lightning  
To drive this place totally insane  
Another show that really keeps us fighting  
For what it takes to blow your mind away  
Hey you, are you ready for tonight  
Can you hear me now  
Let me hear you too  
  
We come to you through a wall of thunder  
Electrified by the sound of the guitars  
Hey you, are you ready for tonight  
Can you see me now  
I want to see you out there  
  
We let it rock to free your energy  
You let it roll, come on get on your feet  
We let it rock to feed your hungry dreams  
You let it roll, up to the ecstasy  
  
We come to you through a burst of fire  
Energized by the feedback of the crowd  
Hey you, are you ready for tonight  
Can you feel me now  
Can you feel the groove  
  
We let it rock to free your energy  
You let it roll, come on get on your feet  
We let it rock to feed your hungry dreams  
You let it roll, up to the ecstasy

"
Blur,Where'd You Go?,/b/blur/whered+you+go_20021125.html,"Where'd you go?  
Dark eyed traveller  
I almost feel you breathe  
Where'd you go?  
Dark eyed traveller  
Can you even hear me speak?  
  
You make things bright  
When they took the night away  
Led me inside and kissed all my tears away  
Said you were here to stay  
  
Where'd you go?  
In the morning  
When I was way down with dream  
Where'd you go?  
In the morning  
When fever pulled me down stream  
You made things bright  
And you took the night away  
Lend me your eyes and show me a brand new way  
Now I just feel dead today.

"
Radiohead,The Butcher,/r/radiohead/the+butcher_20909436.html,"Beauty will destroy your mind  
Spare the gory details  
Give them gift wrap for the man with everything  
  
Though I lived a lonely life  
I was confused  
I'm butcher  
Feel nothing  
As it closes up my arms  
The position of the worms  
Up, up, through my heart  
Into my brain  
  
I'm the big slack basic combination  
Cut out  
Chop, liver on the block  
My heart still pumping  
My heart still pumping  
  
He's a warrior, warrior  
He's a little bitch coming out of him  
He's a warrior, warrior  
He's a little bitch coming out of him  
Coming out of him

"
Status Quo,Drifting Away,/s/status+quo/drifting+away_20129920.html,"You can't see what you mean to me  
I just can't get you out of my head  
You move me more than I've ever been  
Like a wild supersonic jet  
But I can't see your love drifting away  
And I don't want your love d-d-d-drifting away  
  
I got told by a friend of mine  
That you don't want me anymore  
Now my friend's got a broken nose  
Sure, and I got a broken jaw  
So don't push me around, I'm coming your way  
And I don't want your love d-d-d-drifting away  
  
Don't you know what I'm living for?  
Don't you know what I'm trying to say?  
Don't try to shove me outta that door  
'Cause you're mine and it's staying that way  
I'm giving you my love, don't throw it away  
But I can see your love d-d-d-drifting away  
Oh, drifting away, you got me drifting away  
Oh, drifting away

"
Korn,Layla,/k/korn/layla_20251249.html,"Once more the pain is thrown my way  
Can't she stay away  
Every single time  
She's fucking with my mind  
Built up all this rage  
I'm trapped inside some cage  
While she sits and smiles  
Layla  
Layla  
Once more [incomprehensible] face  
Why am I the one to blame  
Every single time  
She's screwing up my mind  
A pest in a locked up cage  
In your life born and aged  
Why can't I stand up and just say ""good bye""  
Layla  
Layla  
Pain and rage and fear I feel  
Pain and rage and fear I feel  
Pain and rage and fear I feel  
Pain and rage and fear I feel  
Pain and rage and fear I feel  
Pain and rage and fear I feel  
Pain and rage and fear I feel  
Pain and rage  
Once more pain is thrown my way  
Can't she stay away  
Every single time  
She's fucking with my mind  
Built up all this rage  
Trapped inside some cage  
Life's not meant this way!  
Layla  
Layla  
Inside I'm afraid  
Afraid of who I am  
Can't you even feel?  
You've taken who I am  
I have fought to find a way  
I am afraid  
To feel who I am  
Fuck!  
Layla  
Layla  
That's why I cry  
This lie I drown  

"
Europe,Doghouse,/e/europe/doghouse_21006407.html,"I've been making some enemies  
I've been taking some liberties  
Just living my life  
Try getting it right  
Lord, let me tell you  
I'm always in the doghouse  
  
I've been running right or wrong  
Always running right or wrong  
Just living my life  
Try getting it right  
Lord, let me tell you  
I'm always in the doghouse  
  
Oh my Lord  
My sweet Lord  
What have you done  
Are you ever  
Are you ever  
Are you ever gonna take me home  
  
I've been making some enemies  
I've been taking some liberties  
Just living my life  
Try getting it right  
Lord, let me tell you  
I'm always in the doghouse  
  
Just living my life  
It's been a hell of a ride  
Lord, let me tell you  
I'm always, always, always in the doghouse

"
Uriah Heep,Blind Eye,/u/uriah+heep/blind+eye_20142405.html,"Stranger than the sunrise  
Darker than the night  
Fiercer than a rainstorm  
This is man's delight  
This is man's delight  
  
Weaker than a moment  
And hot as any fire  
Blinder than the blind eye  
This is man's desire  
This is man's desire  
  
I ran to a place in the open sea  
Where I pledged  
My life to the sun  
It was good for a while  
I could laugh, I could smile  
But when I woke up one day  
The sun had gone  
  
So what of my meaning  
What am I trying to say  
What of my caution  
I'm a man anyway  
I'm a man anyway

"
Who,Summertime Blues,/w/who/summertime+blues_20146790.html,"Well, I'm gonna raise a fuss  
I'm gonna raise a holler  
'Bout workin' all summer  
Just to try to earn a dollar  
Well, I went to the boss man  
Tried to get a break  
But the boss said 'No dice, son,  
You gotta work late'  
  
Sometimes I wonder what am I gonna do  
'Cause there ain't no cure for the summertime blues  
  
Well, my Mom and Poppa told me  
Son, you gotta earn some money  
If you want to use the care  
To go riding next Sunday  
Well, I wouldn't go to work  
I told the boss I was sick  
He said 'You can't use the car  
'Cause you didn't work a lick'  
  
Sometimes I wonder what am I gonna do  
'Cause there ain't no cure for the summertime blues  
  
Gonna take two weeks  
Gonna have a fine vacation  
Gonna take my problem  
To the United Nations  
Well' I went to my congressman  
He said 'quote'  
'I'd like to help you son,  
But you're too young to vote'  
  
Sometimes I wonder what am I gonna do  
'Cause there ain't no cure for the summertime blues

"
Roxy Music,Out Of The Blue,/r/roxy+music/out+of+the+blue_20118905.html,"All you cares  
Now they seem  
Oh so far away  
All your fears  
I fear I once shared  
Now I know  
  
There's a future  
For all of us  
Not so long ago  
I was so scared  
You seemed so sad  
I could see  
  
Through your twisted smile  
So unsure  
Always confused  
Pale blue eyes  
Gazing down  
From your ivory tower  
Through the haze  
  
All broken and bruised  
Then: out of the blue  
Love came rushing in  
Out of the sky  
Came the sun  
Out of left field  
Came a lucky day  
Out of the blue  
No more pain  
I don't mind  
If it's only  
A passing craze  
Throwaway lines  
Often ring true  
If I were you  
  
I would stay  
For a little while  
I you were me  
Would you walk out  
In style?

"
Rush,Annihilation Gun,/r/rush/annihilation+gun_20474733.html,"Weapons of mass distraction are used by politicians and conspiracy theorists  
Within their reach  
The entire solar system withstanding geographical combat  
Annihilation is one source of political free speech  
In a world of nuclear devastation, doom and deteonation  
In a world of curiosity beyond the imagination  
Every man and woman decides to hide the conspiracy behind global armageddon  
When the entire planet prepares for destruction  
Connecting their minds with others through telepathy  
In the common sense of human curiosity  
Destroy the entire world and get every man and woman out of nowhere  
  
Look out for the annihilation gun  
Look out for everywhere under the sun  
Look out for the annihilation gun  
Look here, there and everywhere  
  
People use their super-human powers to discover the dark and dangerous world  
Of hypothetical secrets  
In most cases, sometimes he or she confess why they regret  
In my opinion, gubernatorial fear is far from over  
The conspiracy is nowhere beyond our greatest self-destructive endeavor  
More and more human beings make connections  
And it's part of an all-out worldwide chain reaction  
Keep staring at the annihilation gun before it's too late  
One year from now, the entire world's about to detonate  
  
Look out for the annihilation gun  
Look out for everywhere under the sun  
Look out for the annihilation gun  
Look here, there and everywhere  
  
All nations will self-destruct, according to research scientists  
The bomb will explode in many countries where nuclear weapons exist  
Search for the enemy within your secret human desire  
Stare at the fugutives caught in the crossfire  
Stare at the anti-terrorsts standing higher  
Look at the dangerous cheaters taking a stand  
Nuclear detours fall pass the right human hand  
Find one or more anti-terrorism activist fighting for freedom  
Be sure the hidden enemy will escape from the kingdom  
  
Look out for the annihilation gun  
Look everywhere under the sun  
Look out for the annihilation gun  
Look here, there and everywhere  
Look out for the annihilation gun  
Look everywhere under the sun  
Look out for the annihilation gun  
Look here, there and everywhere

"
Mariah Carey,Santa Claus Is Coming To Town,/m/mariah+carey/santa+claus+is+coming+to+town_20088474.html,"You better watch out  
You better not cry  
You better not pout  
I'm telling you why  
  
Santa Claus is comin' to town  
Santa Claus is comin' to town  
Santa Claus is comin' to town  
  
He's making a list  
He's checking it twice  
He's gonna find out  
Who's naughty or nice  
  
Santa Claus is comin' to town  
Santa Claus is comin' to town  
Santa Claus is comin' to town  
  
He sees you when you're sleeping  
He knows when you're awake  
He knows if you've been bad or good  
So be good for goodness sake  
  
So you better watch out  
You better not cry  
You better not pout  
I'm telling you why  
  
Santa Claus is comin' to town  
Santa Claus is comin' to town  
Santa Claus is comin' to town  
  
The kids in girl and boyland  
Will have a jubilee  
They're gonna build a toyland  
All around the Christmas tree  
  
So you better watch out  
You better not cry  
You better not pout  
I'm telling you why  
  
Santa Claus (is comin' to town)  
Santa Claus (is comin' to town)  
Santa Claus is comin'  
Santa Claus is comin'  
Santa Claus is comin'  
To town

"
Taylor Swift,Sweeter Than Fiction,/t/taylor+swift/sweeter+than+fiction_21068012.html,"Hit the ground, hit the ground, hit the ground, oh oh  
Only sound, only sound that you hear is ""no""  
You never saw it coming  
Slipped when you started running  
And now you've come undone and I, I, I, I  
  
Seen you fall, seen you crawl on your knees, eh eh  
Seen you lost in a crowd, seen your colors fade  
Wish I could make it better  
Someday you won't remember  
This pain you thought would last forever and ever  
  
And there you'll stand, ten feet tall  
I will say, I knew it all along  
Your eyes' wider than distance  
This life's sweeter than fiction  
  
Just a shot, just a shot in the dark, oh oh  
All you got, all you got are your shattered hopes  
They never saw it coming  
You hit the ground running  
And now you're onto something, I, I, I say  
  
What a sight, what a sight when the light came on  
Proved me right, proved me right when you proved them wrong  
And in this perfect weather  
It's like we don't remember  
The rain we thought would last forever and ever  
  
And there you'll stand, ten feet tall  
I will say, I knew it all along  
Your eyes' wider than distance  
This life's sweeter than fiction  
  
There you'll stand, next to me  
All at once, the rest is history  
Your eyes' wider than distance  
This life's sweeter than fiction, fiction  
  
I'll be one of the many saying,  
Look at you now, look at you now, now  
I'll be one of the many saying,  
You made us proud, you made us proud, proud  
I'll be one of the many saying,  
Look at you now, look at you now, now  
I'll be one of the many saying,  
You made us proud, you made us proud, proud  
  
And when they call your name  
And they put your picture in a frame  
You know that I'll be there time and again  
'Cause I loved you when, when you  
  
Hit the ground, hit the ground, hit the ground, oh oh  
Only sound, only sound that you heard was ""no""  
Now in this perfect weather  
It's like we don't remember  
The rain we thought would last forever and ever (forever)  
  
There you'll stand, ten feet tall  
I will say, I knew it all along  
Your eyes' wider than distance  
This life's sweeter than fiction  
  
There you'll stand next to me  
All at once, the rest is history  
Your eyes' wider than distance  
This life's sweeter than fiction, fiction  
  
It's sweeter than fiction  
It's sweeter, yeah  
It's sweeter than, sweeter  
Sweeter than fiction

"
Rammstein,Buck Dich (Bend Down) (English),/r/rammstein/bck+dich+bend+down+english_20619555.html,"Bend down, I command you  
Turn your face away from me  
Your face means nothing to me  
Bend down  
  
A human on all fours  
I take him on a walk  
Ambling along the corridor  
I am disappointed  
  
Now he comes backwards towards me  
Honey stays stuck on the garter  
I am disappointed, totally disappointed  
  
Bend down...  
Your face doesn't interest me  
  
The human has bent down  
And moved into a good light  
I show him what you can do  
And I start to cry  
  
The human stammers a prayer  
Out of fear because it goes worse for me  
He tried to bend down even more  
Tears run up the back  
  
Bend down...  
  
Bend down, I command you  
Turn your face away from me  
Your face means nothing to me  
Bend down once more  
  
Bend down...

"
Bread,This Isn't What The Governmeant,/b/bread/this+isnt+what+the+governmeant_20023976.html,"Sure gets funny thinkin' 'bout money  
Makin' my daily bread,  
The more you make, the more they take  
You never seem to get ahead,  
You break your backs just to pay your tax  
Then you don't like the way that it's spent,  
Somewhere back we jumped the track  
This isn't what the governmeant...  
  
Bet my now I've made a hundred thou  
But I ain't saved a dime,  
The IRS came out best  
They got my money every time,  
  
It can't be fair when the millionaire  
Never has to give them a cent,  
Sad to say we've lost the way  
This isn't what the governmeant ...  
  
Then the war , don't know what for  
Somebody said it had to be fought,  
I'se sposed to go but I said no  
'Cause I'se afraid I might get shot,  
but here I am on my hands and knees  
scrubbin' in my dungarees  
I got burned but I finally learned  
This isn't what the governmeant  

"
Fabolous,Up On Things,/f/fabolous/up+on+things+feat+snoop+dogg_20293482.html,"[Intro: Fabolous]  
Uh, Yeah  
Walk with me west coast  
Yeah, Uh  
It's the coast to coast ""g"" on the check in  
Yeah, Uh, Ride, Ride, Ride, Uh.  
  
[Fabolous]  
If you ain't up on things  
Fabolous is the name, street fam is the game  
Screamin' 718 while them hammers bang  
Like bludda ludda lacca bludda ludda lacca  
Kick game like I know a little bit of socca  
Spic, dames, ass and a little bit of knockas  
Give them nick names and a little bit of vodka  
Then I'm game change, (A very freaky girl)  
You know who got the gold like the kid from ""The Last Dragon""  
You know who got the low on the spokes and the ass saggin'  
You know who got the gold that'll have your ass gaggin'  
You know who got the boat that'll have the task naggin'  
But I fuck bitches, and get money  
My truck switches like,  
You got to duck bitches when you get twenties  
And plug switches that make you sit funny  
I'm a rider..  
  
[Chorus: Snoop Dogg (Fabolous)]  
If you ain't up on things  
(Don't come close to me  
Unless you ride like you supposed to be)  
If you ain't up on things  
(Don't come close to me  
Unless you pimpin' like you supposed to be)  
If you ain't up on things  
(Don't come close to me  
Unless you banging like you supposed to be)  
If you ain't up on things  
(Don't come close to me  
Unless you gangsta like you supposed to be)  
  
[Fabolous]  
c'mon, you know its g's up C.O.'s down  
If I freeze up its kilos now  
Pick trees up its 3-4 pounds  
Fill the bees up 'til these bro's drown  
I snatch a few g's up and flea those towns  
Busta's freeze up when my ""v"" slow down  
I ease up with these 4 pounds  
Squeeze up to 3-4 rounds  
I pick these up its G code now  
Ya'll better call the D's up before I reload now  
I'm ""The Boss"" something like Springsteen  
I got something that bring green  
That look something like string beans  
I make sure the hustlers keep something to sling the fiends  
White, yellow, and a little something that bling green  
We going to blast if we going I been doing  
this since Jabbar was hooking off the glass in the forum (ghetto)  
Your grandparents has to assume  
Cause the face look like a magnifying glass on the poem (oh boy)  
  
[Snoop Dogg (Fabolous)]  
If you ain't up on things  
(Don't come close to me  
Unless you ride like you supposed to be)  
If you ain't up on things  
(Don't come close to me  
Unless you pimpin' like you supposed to be)  
  
[Bridge: Snoop Dogg]  
So my niggas (niggas)  
They get money (money)  
Throw your motherfucking hand in the air (in the air)  
And if you up on things and you don't give a fuck  
Let me hear y'all niggas scream oh yeah (oh yeah)  
And all my bitches (bitches)  
They get money (money)  
Throw your motherfucking hand in the air (in the air)  
And if you up on things and you don't give a fuck  
Let me hear y'all bitches scream oh yeah (oh yeah)  
  
[Fabolous]  
It's the kid with the D. O. double G.  
After blowing 3-4 dubs of trees  
My eyes are below double g's  
After sipping pin-o bubbly skee-o rubbing me  
We'll probably go below publicly  
I'm a coast to coast G I keep the toast to mostly  
For those who pose to closely (backup)  
Keep a piece in the vest that's how we ride  
From the north to the south to the east to the west  
  
[Bridge]

"
Michael Jackson,Take Me Back,/m/michael+jackson/take+me+back_20092623.html,"Take me back  
Take me back where I belong  
That's with you baby  
Ah take me back  
Take me back where I belong  
That's with you baby  
  
I thought the grass was green on the other side  
Thought the sun shone brighter without saying goodbye  
There's a card in my hand  
Tears fall like rain  
I want to come home again  
I want you to  
  
Take me back  
Take me back where I belong  
That's with you baby  
Take me back  
Take me back where I belong  
That's with you baby  
Ain't no love in this world  
Ain't no love in this world without you  
  
In my search to find myself  
I saw your face and nothing else  
Every place I go everything I do  
I still feel the need for you  
Come on and  
  
Take me back  
Take me back where I belong  
That's with you baby  
Ah take me back  
Take me back where I belong  
That's with you baby  
  
I'm on my way back to you  
And I want to make it up to you  
And all the problems that I caused you  
If ti takes my life I'll make it up to you  
I just want you to take me, take me  
Take me, take me, take me, take me  
  
Take me back, forgive me  
Take me back where I belong  
If you can, if you can find it  
In your heart to forgive me

"
Gloria Estefan,Que Ca Ne Finisse Jamais,/g/gloria+estefan/que+ca+ne+finisse+jamais_10133399.html,"Jamais, jamais, j'voulais que ca n'finisse jamais  
Je laisse passer un peu de temps  
J'oublie mes sentiments  
Mais je sais que je t'attends  
Je laisse glisser tout doucement  
L'amour, mais je me mens  
Je crois que je fais semblant  
Oh, je laisse coler tant de rivieres  
De tames ou je mes perds  
Des mots ou je t'espere  
Oh, ou oh, je lasse s'evnoler mes regrets  
Je crois que je voulais  
Que ca n'finisse jamais  
Jamais, c'est vrai  
J'voulais que ca n'finisse jamais je laisse se poser sur mes peines  
  
Les mots d'amour qui trainet  
Avant que tu ne tes reprennes  
Je me laisse meme un peu de repit  
Pour vivre d'autres vies  
Ca n'est pas sur que j'oublie  
Oh. Je laisse couler tant de rivieres  
De larmes ou je me perds  
De mots ou je t'espere  
Oh, ou oh, je laisse s'envoler mes regrets  
Je crois que tu voulais  
Que ca n'finisse jamais  
Jamais, c'est vrai  
J'voulais que ca n'finisse jamais  
Je veux garder, regarder encore un peu  
J'laisee couler tant de rivieres  
De larmes ou je me perds  
  
De mots ou je t'espere  
Oh, ou, oh je laisse s'envoler mes regrets  
Je crois que tu voulais  
Que ca n'finisse jamais  
Jamais, jamais, j'voulais  
Que ca n'finisse jamais  
Oh, ou oh, je laisse s'envoler mes regrets  
Je crois je voulais  
Que ca n'finisse jamais  
Jamais

"
